0.0001	0.0001
0.0001	0.0001
0.0001	0.0001
0.0001	0.0001
0.0001	0.0001
0.0001	0.0001
0.0001	0.0001
0.0001	0.0001
0.0001	0.0001
0.0001	0.0001
0.0001	0.0001
0.0001	0.0001
0.0001	0.0001
0.0004	0.0001
0.0010	0.0001
0.0015	0.0001
0.0017	0.0001
0.0020	0.0001
0.0040	0.0001
0.0065	0.0001
0.0100	0.0001
0.0133	0.0001
0.0170	0.0001
0.0265	0.0001
0.0401	0.0002
0.0513	0.0003
0.0584	0.0003
0.0689	0.0004
0.0861	0.0005
0.1001	0.0006
0.1108	0.0006
0.1300	0.0007
0.1478	0.0009
0.1643	0.0010
0.1797	0.0011
0.1844	0.0011
0.2012	0.0011
0.2184	0.0011
0.2271	0.0012
0.2465	0.0013
0.2679	0.0014
0.2982	0.0015
0.3220	0.0016
0.3578	0.0018
0.3817	0.0018
0.3871	0.0018
0.4091	0.0018
0.4616	0.0019
0.4938	0.0021
0.5080	0.0021
0.5235	0.0021
0.5608	0.0021
0.5706	0.0021
0.5569	0.0021
0.5287	0.0021
0.5235	0.0021
0.5608	0.0021
0.5706	0.0021
0.5569	0.0021
0.5287	0.0021
0.5235	0.0021
0.5608	0.0021
0.5706	0.0021
0.5569	0.0021
0.5287	0.0021
0.4867	0.0020
0.4501	0.0019
0.4325	0.0018
0.4102	0.0017
0.3794	0.0016
0.3390	0.0014
0.2934	0.0013
0.2466	0.0011
0.2024	0.0010
0.1625	0.0009
0.1263	0.0007
0.0946	0.0006
0.0674	0.0005
0.0448	0.0007
0.0269	0.0010
0.0133	0.0013
0.0031	0.0014
-0.0041	0.0014
-0.0090	0.0013
-0.0120	0.0012
-0.0134	0.0011
-0.0136	0.0009
-0.0131	0.0012
-0.0120	0.0015
-0.0106	0.0016
-0.0091	0.0016
-0.0075	0.0016
-0.0060	0.0014
-0.0046	0.0013
-0.0034	0.0011
-0.0024	0.0009
-0.0015	0.0007
-0.0007	0.0006
-0.0002	0.0005
0.0002	0.0003
0.0005	0.0003
0.0007	0.0002
0.0008	0.0001
0.0009	0.0001
0.0009	0.0001
0.0009	0.0001
0.0008	0.0000
0.0007	0.0000
0.0006	0.0000
0.0006	0.0000
0.0005	0.0000
0.0004	0.0000
0.0004	0.0001
0.0003	0.0001
0.0002	0.0001
0.0002	0.0001
0.0002	0.0001
0.0001	0.0001
0.0001	0.0001
0.0001	0.0001
0.0001	0.0001
0.0001	0.0001
0.0001	0.0002
0.0001	0.0002
0.0001	0.0003
0.0002	0.0009
0.0002	0.0044
0.0002	0.0096
0.0003	0.0129
0.0003	0.0226
0.0003	0.0639
0.0004	0.0991
0.0005	0.1222
0.0006	0.1395
0.0007	0.1537
0.0009	0.1696
0.0013	0.2117
0.0016	0.2587
0.0019	0.3748
0.0023	0.4770
0.0028	0.5714
0.0034	0.6351
0.0040	0.6841
0.0045	0.6971
0.0050	0.6934
0.0060	0.6727
0.0066	0.6598
0.0070	0.6539
0.0076	0.6458
0.0034	0.6351
0.0040	0.6841
0.0045	0.6971
0.0050	0.6934
0.0060	0.6727
0.0066	0.6598
0.0070	0.6539
0.0076	0.6458
0.0034	0.6351
0.0040	0.6841
0.0045	0.6971
0.0050	0.6934
0.0060	0.6727
0.0066	0.6598
0.0070	0.6539
0.0076	0.6458
0.0082	0.6258
0.0089	0.5951
0.0093	0.5645
0.0095	0.5425
0.0098	0.5217
0.0099	0.5007
0.0097	0.4797
0.0096	0.4691
0.0094	0.4487
0.0090	0.4146
0.0085	0.3757
0.0079	0.3414
0.0073	0.3083
0.0066	0.2821
0.0060	0.2544
0.0055	0.2244
0.0051	0.1996
0.0048	0.1807
0.0046	0.1630
0.0044	0.1470
0.0040	0.1341
0.0038	0.1279
0.0038	0.1226
0.0038	0.1165
0.0036	0.1098
0.0034	0.0996
0.0034	0.0871
0.0033	0.0738
0.0031	0.0605
0.0027	0.0481
0.0024	0.0368
0.0020	0.0269
0.0016	0.0186
0.0013	0.0118
0.0010	0.0064
0.0007	0.0023
0.0005	-0.0007
0.0004	-0.0028
0.0003	-0.0040
0.0003	-0.0047
0.0008	-0.0050
0.0011	-0.0048
0.0013	-0.0045
0.0014	-0.0040
0.0014	-0.0035
0.0013	-0.0029
0.0012	-0.0023
0.0011	-0.0018
0.0009	-0.0013
0.0008	-0.0009
0.0007	-0.0006
0.0005	-0.0003
0.0004	-0.0001
0.0004	0.0000
0.0003	0.0001
0.0002	0.0002
0.0002	0.0003
0.0001	0.0003
0.0001	0.0003
0.0001	0.0003
0.0001	0.0003
0.0001	0.0002
0.0001	0.0002
0.0001	0.0002
0.0001	0.0002
0.0001	0.0001
0.0001	0.0001
